GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000151790.9	76.7731949863014	-2.29506147932375	0.306995839958254	-7.47587159368623	7.66938164283138e-14	2.07108701502491e-11
ENSG00000011465.18	65.3149444341865	-3.26291234119759	0.436707371702231	-7.4716218516742	7.92123688082926e-14	2.10668895407873e-11
ENSG00000162458.13	258.074380148881	-1.48508427165238	0.199751197975131	-7.43467016321613	1.04829203262611e-13	2.74636866398299e-11
ENSG00000115902.11	245.711333199606	-1.73026096344458	0.234743171852068	-7.37086812703957	1.69520470487052e-13	4.37587179185181e-11
ENSG00000113319.13	51.7596416244443	-9.0694923746019	1.23187094496327	-7.36237218004382	1.80670397403328e-13	4.59609780524727e-11
ENSG00000099204.20	384.08771904853	-1.32999201339274	0.180968470647656	-7.34930238749834	1.99243980567452e-13	4.99618512985784e-11
ENSG00000039560.14	3702.79114744314	1.25564199308157	0.17199077305609	7.30063578859591	2.86411074413269e-13	7.08080787207902e-11
ENSG00000203727.4	48.540011841631	-2.58705473232397	0.355218743050015	-7.2829905035718	3.26500219833018e-13	7.95980327601244e-11
ENSG00000122378.14	37.0161888478585	-5.3711719873594	0.74033017649224	-7.2551034091418	4.01355084625155e-13	9.65066548003473e-11
ENSG00000176463.14	751.691352108624	-1.0266730991548	0.142451057824551	-7.20719884312332	5.71145725122076e-13	1.35477309636051e-10
ENSG00000075461.6	1218.29278169374	-1.10950812916534	0.154093207678802	-7.20024033426599	6.01065202660175e-13	1.40673300030587e-10
ENSG00000168952.15	40.4051371577278	-3.4060916430191	0.473257974483346	-7.19711410407298	6.15002959446227e-13	1.42041407199469e-10
ENSG00000131149.19	1004.89571736373	-1.02719963338172	0.144413074239778	-7.1129268509041	1.13607500111186e-12	2.58980837591122e-10
ENSG00000183087.15	17289.2072181862	0.919397179747512	0.129335450840142	7.10862469473958	1.17204978589951e-12	2.63756280665308e-10
ENSG00000105928.16	5180.73448249331	1.13072596315407	0.160748483677111	7.03413144117308	2.00506044613859e-12	4.45504126722413e-10
ENSG00000132639.13	42.5326756455897	-2.72154588955437	0.387423005390701	-7.02474001720625	2.14465208080789e-12	4.70563474680262e-10
ENSG00000154027.19	811.456898785862	1.14589832669742	0.163618351105892	7.00348291589744	2.49676369678776e-12	5.41057940366859e-10
ENSG00000259803.8	61.8062028517428	-2.28391426236059	0.328783189225184	-6.94656642191133	3.74283750508211e-12	7.93035787078922e-10
ENSG00000166265.13	35.6085913796225	-8.52954361536216	1.22792610882713	-6.94630039547679	3.74989861149379e-12	7.93035787078922e-10
ENSG00000117115.13	138.481130254086	-1.54555804382264	0.223576435102193	-6.91288437046683	4.74897035666339e-12	9.92365198458482e-10
ENSG00000071575.12	111.418060740386	-1.87392799496334	0.271258113227132	-6.90828367369145	4.90552310457828e-12	1.01301937711368e-09
ENSG00000120594.17	33.7447229771692	-8.45282843538163	1.22407413146436	-6.9054873541601	5.00313655819346e-12	1.02116344192988e-09
ENSG00000151388.11	55.5120219391764	-7.31049684004155	1.06008260748209	-6.89615770360146	5.34278823572592e-12	1.07795358507698e-09
ENSG00000171033.13	33.3791987636777	-8.43638051096422	1.22434711601057	-6.89051364653303	5.55912932667061e-12	1.10885678489829e-09
ENSG00000089327.15	25558.8229775903	0.957971647685364	0.139093903631381	6.88722958142097	5.68893734817085e-12	1.12199907047689e-09
ENSG00000084636.18	180.496610281908	-1.92475122523623	0.281558278160534	-6.83606689816027	8.13969443432572e-12	1.58751173784133e-09
ENSG00000157680.16	115.437108239934	-1.85068733730596	0.272744662814519	-6.78542090689608	1.15748550168253e-11	2.23267505615752e-09
ENSG00000164683.18	740.633452455517	2.22400757375833	0.328246399603638	6.77542107527712	1.24044445065007e-11	2.36668711328921e-09
ENSG00000164932.13	1593.84886474376	0.934360769650367	0.138230439563724	6.75944294613653	1.38523294367012e-11	2.61451546884318e-09
ENSG00000143126.8	547.571700275043	-1.00811665154507	0.149435006155741	-6.74618804173909	1.51779888932062e-11	2.83424722385584e-09
ENSG00000129009.13	43.1546761990536	-3.84933226223847	0.571339562451617	-6.73738091183638	1.61267016431702e-11	2.97970519939544e-09
ENSG00000154153.15	197.767468163982	1.46616922913954	0.219160949588357	6.68992004229494	2.23292566984511e-11	4.08276502945741e-09
ENSG00000196376.11	122.467162512586	-1.91802480866846	0.286917320893229	-6.68493907128814	2.31020740805919e-11	4.18052274573846e-09
ENSG00000073756.13	279.175796813785	1.65911808775405	0.248544733942219	6.6753298749824	2.46676670004342e-11	4.35891225088173e-09
ENSG00000115461.5	36.3275452702051	-8.55921025255288	1.28240337437886	-6.67435100652209	2.48328619089713e-11	4.35891225088173e-09
ENSG00000157087.20	62.6842388421426	-7.47942119660934	1.12037557275212	-6.67581601965555	2.45860249799149e-11	4.35891225088173e-09
ENSG00000196878.15	8848.88505766102	1.23940580174451	0.188547854217818	6.57342830490501	4.91697546323845e-11	8.54531389170539e-09
ENSG00000079385.23	65.3627738669725	-3.37665305987993	0.514196927897618	-6.5668479850433	5.13914626850975e-11	8.84386612266193e-09
ENSG00000196154.12	8548.94747081018	-0.915589005633515	0.139577142645625	-6.55973455451889	5.39036446150235e-11	9.18612304783989e-09
ENSG00000187325.5	2773.99787198283	-0.784423732380539	0.120676506393531	-6.50021910497226	8.02031123152749e-11	1.35365887545194e-08
ENSG00000112175.8	25.4082473817539	-8.04356040273569	1.24632690198044	-6.45381271154007	1.09070593562809e-10	1.82334869410284e-08
ENSG00000114757.19	24.4973468739331	-4.47935548743099	0.694914041162283	-6.44591305125885	1.1490652693101e-10	1.9027870445472e-08
ENSG00000197614.11	4012.65611411213	0.887998563552281	0.138344360832957	6.41875504144681	1.37393278042698e-10	2.25389178456399e-08
ENSG00000183778.18	41.0091403844731	-6.87167323110627	1.08288312123169	-6.34572013948313	2.21387371714823e-10	3.59815975528731e-08
ENSG00000184809.13	23.2618576586047	-7.91578866769721	1.24939312318399	-6.33570692907643	2.36255493784659e-10	3.80458044257075e-08
ENSG00000175513.9	129.032911573193	2.28663581975727	0.362709625137287	6.3043152463676	2.89470784369602e-10	4.61916425276329e-08
ENSG00000137767.14	38.5227716984136	-6.76677999311725	1.07424635378037	-6.29909514638273	2.99388184482131e-10	4.73437910109446e-08
ENSG00000041982.16	6439.47289345837	-0.917563587414841	0.145995097717765	-6.28489313516991	3.28079291674292e-10	5.14176411317753e-08
ENSG00000159674.12	5541.8926248399	-1.3604370842859	0.217909667520643	-6.24312404201629	4.28916480556839e-10	6.60418507299491e-08
ENSG00000183287.14	27.6021240969682	-5.28320904626605	0.846099359586639	-6.24419459299338	4.25989390106187e-10	6.60418507299491e-08
ENSG00000095397.16	4890.14717062824	1.12111266979321	0.179643490572849	6.24076422818435	4.3543816524865e-10	6.64630096922569e-08
ENSG00000196358.11	5741.44297761964	1.49541813750239	0.23971887519741	6.23821606150499	4.42589079844473e-10	6.69721217112934e-08
ENSG00000101096.20	120.825320523069	-1.44034356189592	0.231577677300777	-6.21969949212841	4.98107946664825e-10	7.47289639983561e-08
ENSG00000211934.3	30.1712911547119	-2.77372987098949	0.450509936225567	-6.15686724743114	7.41979933957767e-10	1.10372659158989e-07
ENSG00000065534.19	255.288534427649	1.46799055735374	0.241040939306686	6.09021256545118	1.12760866585802e-09	1.66327016065595e-07
ENSG00000116717.13	2263.64819572826	0.978374030459042	0.160823956174374	6.08350928389199	1.1758010600082e-09	1.71990300052699e-07
ENSG00000105792.19	35.4649185705805	-2.60797380207507	0.428816462119092	-6.08179496931434	1.18844481963552e-09	1.72403073711259e-07
ENSG00000154265.16	93.4993278697216	1.64414296989489	0.271029514415116	6.06628755337942	1.30900678380969e-09	1.8833603341157e-07
ENSG00000156313.15	1234.11634245703	0.797595854030461	0.13250428965476	6.0193964746998	1.75068581911491e-09	2.49835676283935e-07
ENSG00000170485.17	96.4672600381303	1.4436709790233	0.240496780557258	6.00287029072969	1.93859485966661e-09	2.74420609449419e-07
ENSG00000167779.9	576.842827982368	-1.07346299224872	0.179004935924323	-5.99683459400552	2.01200809502121e-09	2.82534224735259e-07
ENSG00000116774.12	22.5540565534276	-4.97358766466089	0.831019286460836	-5.98492447250234	2.164902953867e-09	3.01591599597043e-07
ENSG00000113739.11	20298.1976635063	0.685122163297765	0.114898719697673	5.9628354876407	2.47897977752799e-09	3.42626236495659e-07
ENSG00000260448.6	37.1481136403428	-2.41312783507698	0.404852059152941	-5.9605176274165	2.51440177310472e-09	3.44806986900837e-07
ENSG00000151468.11	2437.23776689805	1.13336976243654	0.190243767602746	5.95746066595551	2.56187346305418e-09	3.48593526333256e-07
ENSG00000107105.15	556.630378485116	0.935041481913283	0.156987203364502	5.95616369916628	2.58227682138222e-09	3.48666961890171e-07
ENSG00000272808.4	23.0235507648122	-5.42067610456954	0.910619727885074	-5.95273299993086	2.63701316504311e-09	3.53339634244287e-07
ENSG00000198756.12	19246.5534184055	0.787922548641215	0.132557662452317	5.9439985140402	2.78152122360224e-09	3.69879106347652e-07
ENSG00000206503.13	6432.40601209735	1.12216778735971	0.188942323542718	5.93920814732648	2.86402047172487e-09	3.75165308508856e-07
ENSG00000105894.12	105.557450601398	-1.69344927718416	0.285081611900897	-5.94022625974505	2.84628962139794e-09	3.75165308508856e-07
ENSG00000103196.12	81.2408837753851	-2.55912463723249	0.433608806158302	-5.9019203505249	3.59294627213946e-09	4.67162858628621e-07
ENSG00000103522.16	22.8517713959587	-4.14962999054325	0.70710688557483	-5.86846214511103	4.39855795130713e-09	5.67705056759516e-07
ENSG00000147027.4	2599.11411050286	0.811113663944651	0.139598270185767	5.81034179625064	6.23454240573852e-09	7.98795057284147e-07
ENSG00000071282.12	325.745514062196	1.22372359530497	0.211010877792169	5.79933891612096	6.65768562242728e-09	8.46828664713522e-07
ENSG00000204792.2	155.821209883451	1.78822347484099	0.308663291235997	5.79344394236293	6.89575091297329e-09	8.70799394067771e-07
ENSG00000135048.14	245.008885782677	-2.02853149565245	0.35124339296975	-5.77528726875482	7.6821903757e-09	9.63182054747587e-07
ENSG00000154102.11	47.5859551336004	-2.10085233129622	0.363878411276328	-5.77350088983663	7.7641196128852e-09	9.66550294787049e-07
ENSG00000164283.13	75.552024139005	-9.61517310439628	1.67334947268405	-5.74606396413627	9.13447638650696e-09	1.12913707050955e-06
ENSG00000118513.19	123.202185074503	1.58764241936144	0.277790067089962	5.71525985789579	1.09536507344385e-08	1.34454147791328e-06
ENSG00000148700.15	1359.60987867989	0.818156969894514	0.14438461697169	5.66651065088833	1.45734776403808e-08	1.77644620153891e-06
ENSG00000172828.13	45.4426341840903	-1.86867751998727	0.329867200401742	-5.66493885330651	1.47076974898857e-08	1.78044285544803e-06
ENSG00000185634.12	31.2961779667856	-2.58383479594996	0.456411571928717	-5.66119475242732	1.50322707675735e-08	1.80727019714533e-06
ENSG00000198886.2	403702.734437366	0.692182164358289	0.12257362314663	5.64707272730497	1.63202802667686e-08	1.94877469062986e-06
ENSG00000166974.13	1287.12794244457	-0.750052536196632	0.133218758866748	-5.63023212779568	1.79967245918211e-08	2.13443585648808e-06
ENSG00000132386.11	217.932698887469	-1.51534453767554	0.269924765002184	-5.61395149371819	1.97757672006614e-08	2.32969155485376e-06
ENSG00000130707.18	20.7029191596301	-3.77681392777634	0.674152850154498	-5.60231099951709	2.11512612573872e-08	2.46730449011109e-06
ENSG00000154721.15	338.534983045354	-1.23407671404494	0.220303662789488	-5.60170765396747	2.12250315049721e-08	2.46730449011109e-06
ENSG00000137691.13	323.669999242121	-0.921138649131715	0.164819206726363	-5.58878220219208	2.28667534130605e-08	2.64065870170692e-06
ENSG00000164849.10	107.332077049155	1.4149083734698	0.253510283094261	5.58126619638424	2.38773870233576e-08	2.73934493085618e-06
ENSG00000124212.6	22.0018161591294	-3.02006363259218	0.541892001429308	-5.57318363184248	2.50125673258869e-08	2.85094541734605e-06
ENSG00000197121.15	9783.74918102102	0.978540674413627	0.175681163958409	5.56998059647013	2.54767706308043e-08	2.88512099924198e-06
ENSG00000271447.6	22.2289054967708	-6.8771337439167	1.250582364945	-5.49914498771871	3.81637241563423e-08	4.29415288536075e-06
ENSG00000135678.12	3282.12334223046	1.00005777015114	0.181989010125684	5.4951547319285	3.90367986776466e-08	4.3644135489728e-06
ENSG00000111276.12	4451.27982071948	0.63147858904702	0.11574878013673	5.45559606158333	4.88088358211827e-08	5.42241452638746e-06
ENSG00000121440.15	20.4604791988434	-6.75686631961558	1.24021515132353	-5.44814043950743	5.08991626002191e-08	5.61907547875249e-06
ENSG00000173852.15	2997.19684692669	0.635046334288693	0.116602205614834	5.44626348138222	5.14389236504601e-08	5.64317141772829e-06
ENSG00000087245.13	29.411363780556	-4.33539799297488	0.796870282987316	-5.44053164678484	5.31218018321522e-08	5.7915961960234e-06
ENSG00000100311.17	737.118789817994	-1.30244075469456	0.239852982367556	-5.4301628515866	5.63026505029197e-08	6.10049644615895e-06
ENSG00000215861.6	18.9340641969577	-3.48701826994632	0.645323793254671	-5.40351728294357	6.53466561029815e-08	7.03699297285665e-06
ENSG00000147251.16	594.92375777105	-0.993845560912901	0.183986669153315	-5.40172592659273	6.60027416725956e-08	7.06430563767726e-06
ENSG00000146197.9	179.229782931431	-1.07092710748548	0.198391846101431	-5.39803993223569	6.7372874444219e-08	7.16724887951137e-06
ENSG00000253741.2	119.880955314103	-1.63198347089047	0.302399835584942	-5.39677367130069	6.78498878926044e-08	7.1745125432463e-06
ENSG00000206075.14	11.9423260482782	-6.95398373986857	1.29216698114315	-5.38164481939984	7.38082887359729e-08	7.75782570169181e-06
ENSG00000123388.4	22.68094591044	-3.45971216578701	0.643327766842271	-5.37783746342671	7.53858240252331e-08	7.82986608943737e-06
ENSG00000205861.13	197.738500394437	1.11651609368546	0.207613169439343	5.37786739011115	7.53732978386117e-08	7.82986608943737e-06
ENSG00000158859.10	47.9595351819249	-1.78522042435776	0.333522730312471	-5.35261996291893	8.66897935505325e-08	8.95097615407351e-06
ENSG00000189190.10	396.601109885455	-1.15837487234814	0.21659217925811	-5.34818420644688	8.88410214399834e-08	9.11945292009373e-06
ENSG00000116985.12	97.9769670282425	-1.24131603147475	0.232324032450214	-5.3430375600112	9.14018147747131e-08	9.32776776011942e-06
ENSG00000151789.12	368.578741854412	-1.21154275869242	0.227365623822937	-5.32861009646702	9.89671984642561e-08	1.00414522233704e-05
ENSG00000145882.11	759.309700504498	-1.0985190899733	0.206289085306595	-5.32514402466152	1.00873081062904e-07	1.01760068499837e-05
ENSG00000122862.5	5674.10335852362	1.14967872325619	0.216208605820377	5.31745125913871	1.05230860428321e-07	1.05064957629288e-05
ENSG00000028277.21	484.83855226633	1.63170742973996	0.306870449833761	5.31725172829087	1.05346280081779e-07	1.05064957629288e-05
ENSG00000085117.12	5074.66715228917	1.08422022990122	0.204276604229307	5.3076084458705	1.11072923195902e-07	1.10150453155801e-05
ENSG00000168542.16	25619.4389152623	-0.694569566572213	0.130901960594221	-5.30602875174106	1.12039293141701e-07	1.10484590590802e-05
ENSG00000165891.16	1128.05019580903	0.997855661644745	0.188166883402942	5.30303549486936	1.13892765559076e-07	1.11684900215557e-05
ENSG00000019549.13	2460.51969585474	0.853504373689294	0.162089475815108	5.26563720067099	1.39703937568903e-07	1.36234623119275e-05
ENSG00000062038.15	19906.6058303567	-0.83553967956676	0.159141889031172	-5.25028127197294	1.51867137087676e-07	1.46468343807691e-05
ENSG00000278023.7	28.9842213376944	-2.243930093242	0.427333323211849	-5.25100658281586	1.51270273092661e-07	1.46468343807691e-05
ENSG00000125810.10	240.833114838638	2.23667534813734	0.426471163289426	5.24461098585325	1.5661240975582e-07	1.50219542537918e-05
ENSG00000152402.11	19.7515093188494	-3.06055036307295	0.584549578340138	-5.23574128949602	1.64323993056403e-07	1.56759730984731e-05
ENSG00000260630.7	130.89563282474	-1.54361925023103	0.296166359223647	-5.21200062788149	1.86814916897409e-07	1.77252012772985e-05
ENSG00000074527.13	2906.94035070417	-0.790382684806788	0.151713043232456	-5.20972137903631	1.89124425099795e-07	1.78478550203049e-05
ENSG00000155530.3	18.2037538208255	-4.046636043518	0.777492856470843	-5.20472440336789	1.94284722013859e-07	1.82367899759854e-05
ENSG00000174640.15	44.0525198132305	-2.01427150305065	0.387485229571702	-5.19831815338377	2.01099721770857e-07	1.87760820012971e-05
ENSG00000138735.16	86.9573588185165	1.63547949003997	0.314721870880149	5.1965867051635	2.02980949775059e-07	1.88514529703789e-05
ENSG00000204525.17	10039.5670706383	0.863965502685044	0.166500169365762	5.1889767198201	2.1145282725837e-07	1.95349025098219e-05
ENSG00000101210.13	158.494657075783	-1.48346135055183	0.286171162209572	-5.18382543893591	2.17380402077303e-07	1.9977372762633e-05
ENSG00000136738.15	3995.21729452251	0.610432738259897	0.117866737658324	5.17900766906302	2.23069300260125e-07	2.03934136847186e-05
ENSG00000286177.1	563.560575572234	-0.754883399245367	0.145907206470637	-5.17372251518832	2.29475544502477e-07	2.08703846251398e-05
ENSG00000172175.15	2224.39551492176	-0.715721769812961	0.138563054134178	-5.16531462362174	2.40034819197324e-07	2.17182019658279e-05
ENSG00000156510.13	52.8654629702025	-1.96908626075092	0.381905437651571	-5.1559524076413	2.52344988411812e-07	2.25990386815946e-05
ENSG00000104833.12	731.887426649979	-0.681230001319724	0.132124199870926	-5.1559820380008	2.52305082690724e-07	2.25990386815946e-05
ENSG00000153814.13	38.496584216126	-1.91290688091441	0.371313731351923	-5.1517267458698	2.58098917338226e-07	2.29970065788725e-05
ENSG00000153823.19	55.0510398872817	-1.53532963466276	0.298352057243961	-5.14603334344475	2.66052152930651e-07	2.35859264666248e-05
ENSG00000154175.18	18354.1034209689	0.714110339699598	0.139583428227	5.11601089592285	3.12065041149374e-07	2.75260184286179e-05
ENSG00000264635.1	56.667731137846	1.6287233819125	0.318605669639214	5.11203514914489	3.18706506556387e-07	2.79712765479213e-05
ENSG00000062282.15	1695.55106968764	0.718909553887207	0.140817237421176	5.10526670635495	3.30328287516453e-07	2.88470270187876e-05
ENSG00000166578.10	148.255599058665	-1.13405686731006	0.222360127192388	-5.10009092740294	3.39490351211368e-07	2.95003670040255e-05
ENSG00000234840.2	41.5740482631604	-1.96463056858394	0.386851782371295	-5.07850980171604	3.80406810025988e-07	3.28930085536264e-05
ENSG00000157214.14	40.1175068907527	-1.89861225571626	0.374291760102482	-5.07254622756433	3.92527738377664e-07	3.37747029007016e-05
ENSG00000273297.2	20.8849672591082	-2.59902430509196	0.513261427899562	-5.06374366709776	4.11102336251442e-07	3.50419011532123e-05
ENSG00000075407.18	449.938097886613	-1.03801740859293	0.204992845200391	-5.06367628381477	4.11247743266777e-07	3.50419011532123e-05
ENSG00000180806.5	195.950258588441	-1.40134919355843	0.276870609681846	-5.06138659920867	4.16218272742376e-07	3.52941030987774e-05
ENSG00000247627.2	1268.23595623071	1.15163569567239	0.227945645414394	5.05223819291994	4.36662667967023e-07	3.66994068751896e-05
ENSG00000226203.2	121.670340713592	1.17951416464202	0.233469944907818	5.05210280966888	4.36972371498583e-07	3.66994068751896e-05
ENSG00000072210.19	4083.26576394923	-0.688858767216824	0.136611949558927	-5.04244884463558	4.59611648634587e-07	3.84169679451567e-05
ENSG00000143995.20	118.602786212084	1.10146669286614	0.218677996923325	5.03693425201961	4.7304717541982e-07	3.93525927494982e-05
